,Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
75,75,SSD93_76,Aulnay-sous-Bois 93600 (Ouest Edgar Degas),"Achat maison 4 pièces 77 m², Aulnay-sous-Bois - 259 500 €",259 500 €,77 m²,4 pièces,3 chambres,1 place de parking,Jardin,,1 terrasse,,3 370 €/m²,Réf. de l’annonce : 03294,Publiée le 8 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 77 m²,"AULNAY SOUS BOIS. Situé dans le quartier Nord de la ville, à 10 minutes à pied de la future gare de la ligne 16 du Métro, pavillon de type 4 pièces comprenant une entrée, un séjour avec accès de plain pied sur une belle terrasse, une cuisine aménagée et indépendante, 3 grandes chambres, 1 salle de bains, 1 salle d'eau, 2 WC, garage et parking extérieur. Le tout sur un terrain de 235 m². Proche du Parc Robert Ballanger, des ecoles et du centre commerciale O'Parinor. RAFAICHISSEMENT A PREVOIR."
76,76,SSD93_77,Romainville 93230 (Centre-ville),"Achat maison 7 pièces 100 m², Romainville - 579 000 €",579 000 €,100 m²,7 pièces,3 chambres,1 place de parking,,,,1 garage,5 790 €/m²,,Publiée le 8 déc. 2020,Réf. de l’annonce : 75011104320,Descriptif de cette maison à vendre de 7 pièces et 100 m²,"Cette Maison atypique de 100m2 est située dans le centre ville à 100m de la place Carnot et de la future station de metro ligne 11 (20 min de Chatelet). Proche de toutes commodités, les commerces, mairie, écoles, transports ne sont qu'à quelques pas. Vous trouverez : Au rez-de-chaussée, une cuisine, salle a manger de 23m2 qui donne directement sur la cour extérieure, un cabinet de toilettes et un cellier de 14m2 en contrebas. Au 1er étage: une belle pièce a vivre de 25m2, qui donne sur deux chambres, la première de 11m2, la seconde de 14m2 avec une grande hauteur sous plafond, une salle de bain equipée d'une baignoire Au 2ème étage: les combles aménagées qui accueillent une chambre mansardée et un bureau. Un garage pouvant accueillir une voiture et une cave complètent ce bien. Copropriété à deux maisons, sur commune, très faibles charges. Bien rare à saisir ! Sextant France - Gabriel Puente Calvache agent basé à LE PERREUX SUR MARNE - Voir le téléphone - Plus d'informations sur (lien supprimé) réf. 14335"
77,77,SSD93_78,Rosny-sous-Bois 93110 (La Justice),"Achat maison 3 pièces 60 m², Rosny-sous-Bois - 299 000 €",299 000 €,60 m²,3 pièces,2 chambres,2 places de parking,Jardin,,,,4 983 €/m²,Réf. de l’annonce : 009049E1PBFH,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 60 m²,"Maison Rosny Sous Bois 3 pièce(s). SECTEUR LES BOUTOURS rue Victor Hugo !!. A 2 pas des écoles, gare et centre ville ce pavillon en meulière de 60 m² édifié sur sous sol total de 32 m² comprenant une entrée, séjour, cuisine, wc . A l'étage 2 chambres, salle d'eau avec wc et accès au comble de 32 m² à aménager pour faire une 3 ème chambre.. Un jardin de 68 m² complète le bien.. Travaux à prévoir !!"
78,78,SSD93_79,Noisy-le-Sec 93130 (Renardière),"Achat maison 4 pièces 105 m², Noisy-le-Sec - 435 000 €",435 000 €,105 m²,4 pièces,3 chambres,,Jardin,,,,3 905 €/m²,Réf. de l’annonce : 4600,Publiée il y a plus de 2 mois,Modifiée le 21 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 105 m²,"Maison Noisy Le Sec 4 pièce(s) 105 m2. Exclusivité L'ADRESSE !
Noisy le sec limite Montreuil à seulement 150 m² de la future station de métro 'arrêt de la Dhuys' et proche des commerces de la Boissière, dans un quartier pavillonnaire au calme !
Venez visiter cette maison construite en 1953, édifiée sur un terrain de 381 m²
Comprenant : séjour avec cheminée lumineux, cuisine indépendante, w-c,
à l'étage : 3 chambres, salle de bains, combles aménageables.
Sous sol en rdc : garage, atelier, chaufferie accès terrasse 30 m².
Ce bien est visitable en 360° merci de bien vouloir cliquer sur le lien suivant : Voir la visite virtuelle

dont 6.10 % honoraires TTC à la charge de l'acquéreur."
79,79,SSD93_80,Le Blanc-Mesnil 93150 (Sud),"Achat maison 5 pièces 72 m², Le Blanc-Mesnil - 310 000 €",310 000 €,72 m²,5 pièces,3 chambres,2 places de parking,Jardin,,,,4 306 €/m²,Réf. de l’annonce : 010058E1S2N0,Publiée le 7 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 72 m²,"Maison Le Blanc Mesnil 72 m2. Le Blanc Mesnil Proche de toutes commodités. Pavillon en bon état, au calme,. Il comprend une entrée avec double séjour un WC et une cuisine. A l'étage, une salle de bains avec WC ainsi que 3 chambres, Possible d'aménager une 4 e chambre.. Un garage avec 2 places de stationnement et terrain de 250 m².."
80,80,SSD93_81,Bondy 93140 (Les Mérisiers),"Achat maison 8 pièces 200 m², Bondy - 349 000 €",349 000 €,200 m²,8 pièces,5 chambres,2 places de parking,Jardin,,,,1 745 €/m²,,Publiée le 7 déc. 2020,Réf. de l’annonce : 010074E1S8DZ,Descriptif de cette maison à vendre de 8 pièces et 200 m²,"Maison Bondy 8 pièce(s) 200 m2. Rare a ce prix !. Grande maison familiale avec 5 chambres elle vous séduira par ses prestations irréprochables et ses volumes généreux comprenant:. Au rez-de-chaussée une entrée, une cuisine aménagée et équipée, un séjour de plus de 80M² avec grande cheminée ainsi qu'une chambre. . A l'étage : dégagement, 4 chambres spacieuses avec placards dont deux chambres donnant sur une grande terrasse de 25 M², salle de bains, WC séparer. . Au dernier: combles aménageables . Terrasse arborée, parking.. Affaire à saisir, Coup de coeur assuré!!!"
81,81,SSD93_82,Neuilly-sur-Marne 93330 (Carnot - République),"Achat maison 6 pièces 135 m², Neuilly-sur-Marne - 489 000 €",489 000 €,135 m²,6 pièces,4 chambres,1 place de parking,Jardin,,,,3 622 €/m²,Réf. de l’annonce : 009013E1S84L,Publiée le 7 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 135 m²,"Maison Neuilly Sur Marne 6 pièce(s) 135 m2. Pavillon en très bon état général édifié sur ss sol total proche transports, écoles et commerces comprenant au RDC: Belle pièce principale avec cheminée, cuisine équipée, 2 chambres dont une suite parentale et une salle de bains.. A l'étage grand palier avec cheminée (poss chambre ou bureau) et 2 chambres.. De plus dépendance et garage double en ss sol.. Superbe jardin sans vis à vis et de nombreux points positifs pour cette magnifique maison (toiture 1 an, chaudière frisquet 2 ans, électricité 5 ans, velux avec volets roulants solaires, portail et porte de garage automatique.....). ."
82,82,SSD93_83,Montreuil 93100 (Jean Moulin - Beaumonts),"Achat maison 3 pièces 57 m², Montreuil - 525 000 €",525 000 €,"56,61 m²",3 pièces,2 chambres,,Jardin,,,,9 274 €/m²,Réf. de l’annonce : 4888,Publiée le 7 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 57 m²,"MAISON. Rare sur le secteur
Dans le quartier calme et pavillonnaire du centre-ville,
proche de la Mairie de Montreuil, du métro (600m) de ses commerces, écoles et activités culturelles.
Sur une parcelle de 170m2 (cour + jardin), une maison de 3 pièces d'environ 56m2, avec un sous-sol divisé en trois espaces dont cellier et chaufferie.
Possibilité de surélévation R+1 avec combles ou R+2 toit terrasse.
Maison saine, double vitrage, volets roulants électriques, chaudière récente."
83,83,SSD93_84,Bondy 93140 (Le Saule Blanc),"Achat maison 7 pièces 144 m², Bondy - 420 000 €",420 000 €,144 m²,7 pièces,4 chambres,4 places de parking,Jardin,,,,2 917 €/m²,,Publiée le 5 déc. 2020,Réf. de l’annonce : 010074E1S011,Descriptif de cette maison à vendre de 7 pièces et 144 m²,"Maison Bondy sud Limite Les Pavillons sous Bois 7 pièce(s) 155M². Bondy sud. Très belle maison familiale, elle vous séduira par ses prestations irréprochables et ses volumes généreux. Elle se compose comme suit:. Au rez-de chaussée: palier, bureau (ou chambre), cuisine d'été donnant sur terrasse et jardin, dégagement, débarras, buanderie, garage... Au premier : Palier, salle de bain, WC séparé, belle cuisine aménagée, double séjour traversant, lumineux donnant sur un grand balcon, chambre parentale, véranda avec dispositif de chauffage. Au deuxième, dégagement, WC séparé, salle de bains et 3 chambres.. Jardin arboré.. Coup de coeur assuré.. A saisir rapidement !!!"
84,84,SSD93_85,Montreuil 93100 (Montreau - Le Morillon),"Achat maison 4 pièces 86 m², Montreuil - 390 000 €",390 000 €,86 m²,4 pièces,3 chambres,,Jardin,,1 terrasse,,4 302 €/m²,Réf. de l’annonce : 4962,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 86 m²,"Maison Montreuil 4 pièce(s) 86 m2. Ideal Investisseur !
Parc Montreau, à seulement 12 min de la future station ligne 11 arrêt de la Dhuys, au pied de la maison transports bus 122 direction Gallieni Ligne 3 ou RER A Fontenay, et le bus 301 direction Bobigny Ligne 5
Venez visiter cette maison de 86 m² en fond de parcelle sur 199 m² de terrain, à l'avant de la maison dépendance/garage 40 m² et la toiture vient d'être refaite, avec possibilité de faire un étage supplémentaire.
au rdc : séjour avec possibilité d'agrandir avec la chambre, belle cuisine dinatoire aménagée équipée, salle d'eau avec
w-c, à l'étage : palier, deux chambres possible 3, salle d'eau avec w-c.
La maison reste à terminer prévoir toiture à refaire devis propriétaire à 15 000 .
Ce bien est visitable en 360 ° merci de cliquer sur le lien suivant : Voir la visite virtuelle
dont 5.41 % honoraires TTC à la charge de l'acquéreur."
85,85,SSD93_86,Épinay-sur-Seine 93800 (Orgemont),"Achat maison 12 pièces 259 m², Épinay-sur-Seine - 1 050 000 €",1 050 000 €,259 m²,12 pièces,6 chambres,,Jardin,,2 terrasses,,4 054 €/m²,,Publiée le 4 déc. 2020,Réf. de l’annonce : 2557EP,Descriptif de cette maison à vendre de 12 pièces et 259 m²,"Maison avec vue panoramique sur seine et Paris. Situé sur les bords de Seine, au calme absolu, cet ensemble immobilier totalisant 370m2 (dont 259m2 habitables) avec jardin, se compose de trois lieux de vie indépendants avec des extérieurs.
Le jardin paysagé de 370m2 en restanque offre différentes ambiances où la lumière et la vue sont prépondérantes
Après un portillon, se trouve une maison sur deux niveaux avec au rez-de-chaussée de chaussée, une triple réception de 47m2 agrémenté d'un insert et dévoile de larges baies vitrées orientées au sud, offrant une vue à 180 degrés sur Paris et la Seine. Une cuisine semi ouverte, un bureau et un WC complète le niveau, ainsi qu'un accès direct au garage.
Au premier étage, une buanderie, une salle de douche, un WC et trois chambres dont deux avec mezzanine allant de 13 à 25m2 et un accès à une terrasse de 24m2.
Accessible par le coté de la maison, au niveau inférieur et complètement indépendant, un appartement de 70m2 orienté sud, composé d'un séjour de 21m2, dune cuisine, de deux chambres, d'un bureau, d'une salle d'eau et un WC. Le tout agrémenté d'une terrasse de 19m2 sans vis à vis.
Quelques marches permettent d'accéder à un studio indépendant de 23m2 avec vue sur le Seine.
Les volumes de la bâtisse d'origine mis en valeur par la lumière et les nombreux extérieurs profitant d'une vue sur Pari, la seine, et le parc protégé de l'Ile Saint-Denis confèrent à ce lieu un dépaysement total.
Un double garage fermé avec atelier de 30m2 complète cet ensemble en pleine propriété.
RER C: Épinay sur Seine à 250m.
Contact: Grégory Voir le téléphone
RSAC : 822 473 120 Paris"
86,86,SSD93_87,Saint-Denis 93210 (La Plaine Saint-Denis),"Achat maison 5 pièces 100 m², Saint-Denis - 696 000 €",696 000 €,100 m²,5 pièces,4 chambres,1 place de parking,,,Terrasse,1 garage,6 760 €/m²,Réf. de l’annonce : 4550-4505098-3,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 100 m²,"Maison de ville dans une copropriété. la Plaine St Denis-Aux Portes de Paris , A 5mn à pied de L12 station Front Populaire -Nous vous proposons une magnifique maison aménagée avec goût ,située au fond d'une allée dans une copropriété calme, familiale et sécurisée .Entrée privative avec jardinet, cette villa se compose de 3 niveaux , au Rez de chaussée , un vaste séjour lumineux, une cuisine entièrement meublée et équipée avec prestations de qualités donnant sur un jardinet de 17m2 , un WC invité avec lave main, un espace lingerie. Au 1er niveau, 3 chambres avec rangements intégrés, une salle de bain avec WC ,au dernier étage, une chambre parentale donnant sur une terrasse de 16m2 Plein sud, une salle de douche avec WC. Au sous sol relié à la maison une grande cave ,un espace pour vélos, un box fermé pouvant accueillir 2 petites voitures. Chauffage électrique ,convecteurs Acova basse consommation, Ballon Eau chaude 250L (changé en 2017) Charges: 100€/Mensuel. Prix de vente : 696 000 € FAI (dont 3% Honoraires Agences ), charges Acquéreur. Veuillez contacter Nathalie Jacquet au Voir le téléphone et possibilité de visites virtuelles"
87,87,SSD93_88,Romainville 93230 (Centre-ville),"Achat maison 4 pièces 111 m², Romainville - 675 935 €",675 935 €,111 m²,4 pièces,3 chambres,,Jardin,,,,5 856 €/m²,,Publiée le 4 déc. 2020,Réf. de l’annonce : 250177DAN,Descriptif de cette maison à vendre de 4 pièces et 111 m²,"Maison Romainville 4 pièce(s) 111 m2. COUP DE COEUR - Avenue du Pdt Wilson à Romainville, à 2 pas du futur métro (Place Carnot.) Dominique ANTISTE mandataire indépendant, vous présente une opportunité rare au charme infini: Cette maison de ville début XX° siècle de 111 m2, façade en meulière avec sa modénature aux décors soignés, encadrement en briques des baies, linteaux, allèges et corniche, jouit de deux orientations (Sud et Nord), d'un jardin de 80 m2 environ et sans vis-à-vis. Au rez-de chaussée, une entrée, un séjour, une cuisine équipée, une chambre, salle d'eau et WC séparé. A l'étage, ici, se trouvent deux chambres, une salle de bains avec WC et une buanderie. Cette maison dispose d'un sous-sol totalement aménagé et d'un chauffage individuel au gaz. Prix : 650000euros HAI. dont 3,99% TTC d'honoraires charge acquéreur. Ce produit est proposé par Dominique ANTISTE, joignable au Voir le téléphone , conseiller commercial indépendant pour la SAS Propriétés Privée, Mandat n°250177. RCS 814 323 044. dont 3.99 % honoraires TTC à la charge de l'acquéreur."
88,88,SSD93_89,Le Blanc-Mesnil 93150 (Sud),"Achat maison 2 pièces 54 m², Le Blanc-Mesnil - 238 610 €",238 610 €,"54,44 m²",2 pièces,1 chambre,,,,,,4 383 €/m²,Réf. de l’annonce : 010049E1QRDY,Publiée le 30 nov. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 2 pièces et 54 m²,"MAISON LE BLANC MESNIL 54.44m². ORPI LE BOURGET vous présente cette maison de 2 pièces en seconde position située au Blanc-Mesnil comprenant un double séjour , une chambre , cuisine indépendante équipée , débarras , WC , salle de bains + combles aménagés en espace de rangement . - avec dépendance transformée en studio ( cuisine , chambre , WC ). - Un petit jardin et sa terrasse viennent accompagner ce bien . - proche de toutes commodités , proximité de la gare de Blanc-Mesnil et des écoles . aucun travaux ne sont à prévoir alors n'hésitez plus ,. APPELEZ NOUS ET VISITEZ !!"
89,89,SSD93_90,Maison à vendre à Montreuil (93100),Maison à vendre Montreuil (93100) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
90,90,SSD93_91,Maison à vendre à Saint-Ouen (93400),Maison à vendre Saint-Ouen (93400) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
91,91,SSD93_92,Noisy-le-Sec 93130 (Centre-ville - Gare),"Achat maison 6 pièces 126 m², Noisy-le-Sec - 497 140 €",497 140 €,126 m²,6 pièces,4 chambres,1 place de parking,Jardin,,,1 garage,3 722 €/m²,Réf. de l’annonce : F76UBI,Publiée le 27 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 126 m²,"MAISON - 6 PIECES - 125m2 - TERRASSE - GARAGE - NOISY LE SEC. En exclusivité au sein du quartier Pasteur (Gare RER E à 10 min à pied, écoles et commerces à proximité).
Venez découvrir dans une petite impasse cette chaleureuse et agréable maison de 6 pièces d'une superficie de 126,49 m² de surface utile. Elle se compose au premier niveau d'un grand séjour de 33m², cuisine indépendante, salle d'eau avec WC.
Au premier étage, deux chambres, un bureau, une salle de bains, WC indépendant.
Au niveau inférieur, deux chambres spacieuses, ainsi qu'une salle d'eau avec WC. Terrasse de 46 m² + garage de 17 m² + possibilité de végétaliser la toiture terrasse.
A noter : future ligne de tram et de métro Ligne 11 pour fin 2021 à 10 minutes à pied."
92,92,SSD93_93,Montreuil 93100 (Jean Moulin - Beaumonts),"Achat maison 3 pièces 57 m², Montreuil - 446 000 €",446 000 €,57 m²,3 pièces,2 chambres,,,,,,7 825 €/m²,Réf. de l’annonce : 2161,Publiée le 27 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 57 m²,"Maison Montreuil 3 pièce(s) 57 m2 BEAUMONTS. Proche du parc des Beaumonts , 10minutes Métro MAIRIE
Maison Individuelle avec cour , grand sous sol avec garage et atelier.
l'lntérieur est composé d'un séjour salle à manger , cuisine ouverte entièrement refaite , un wc au rez de chaussée , deux chambres dont une sous combles , salle d'eau et wc à l 'étage."
93,93,SSD93_94,Montreuil 93100 (Ruffins - Théophile Sueur),"Achat maison 6 pièces 191 m², Montreuil - 578 000 €",578 000 €,191 m²,6 pièces,4 chambres,,Jardin,,,,3 026 €/m²,Réf. de l’annonce : 534,Publiée le 27 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 191 m²,"MONTREUIL / PARC MONTREAU. Dans le secteur du Parc Montreau, sur une parcelle de 382M², un pavillon traversant avec travaux de 191, m² composé d'une entrée, un séjour exposé Est donnant sur une véranda avec un accès sur la jardin, une cuisine indépendante aménagée de 11m² donnant également sur la véranda. Le véranda de 25m² donnant sur un jardin au calme, au fond du jardin un cabanon de 23m² avec edf et point d'eau. Au premier étage un dégagement, une chambre donnant sur la rue de 11m², deux chambres supplémentaires de 10,94m² et 11,32m² donnant sur jardin, un dressing, une salle de bains, wc indépendant, une pièce palière ( bureau / rangements ) de 8,37m² emmenant sur le dernier étage de la maison.
Au deuxième étage un nouvel espace bureau/pièce de jeux/rangements de 11,32m², un dégagement, une vaste chambre mansardé de 23,42m² et une dernière chambre de 9,35m² également mansardé.
Un garage."
94,94,SSD93_95,Montfermeil 93370 (Franceville),"Achat maison 4 pièces 82 m², Montfermeil - 349 000 €",349 000 €,"82,28 m²",4 pièces,3 chambres,1 place de parking,Jardin,,1 terrasse,,4 242 €/m²,,Publiée le 27 nov. 2020,Réf. de l’annonce : 2543,Descriptif de cette maison à vendre de 4 pièces et 82 m²,"Montfermeil, secteur Franceville les fleurs, proche des écoles, commerces et transports. Posée sur un jardin de 595 m², nous vous proposons: Une maison de 135 m² dont 82 m² habitables. Edifiée sur un sous sol total non enterré divisé en: garage, cave, cellier, chaufferie, buanderie coin SDE, un jardin d'hiver donnant sur le jardin. Au RDC l'entrée dessert le séjour de 25m² avec cheminée et un accès à la terrasse et au jardin, une cuisine indépendante de 8m² ouvrable sur le séjour, un WC. A l'étage, le palier dessert 3 chambres dont 2 avec dressing et une salle de bain. Ce qui vous plaira: non mitoyenne, la maison est lumineuse, la chaudière est de 2017, les doubles vitrages sont en alu. Ce que vous apprécierez, un espace de vie lumineux dans un cadre calme et verdoyant, une construction traditionnelle saine et solide. Des travaux de rafraichissement sont à prévoir pour mettre à votre gout ce bien aux beaux volumes. Le jardin vous attend pour y accueillir votre famille et vos amis dès les beaux jours. Rare appelez dès à présent le Voir le téléphone pour plus de renseignement et prendre RDV."
95,95,SSD93_96,Noisy-le-Grand 93160 (Centre-ville),"Achat maison 3 pièces 69 m², Noisy-le-Grand - 349 000 €",349 000 €,69 m²,3 pièces,2 chambres,5 places de parking,Jardin,,1 terrasse,,5 058 €/m²,Réf. de l’annonce : 305,Publiée le 26 nov. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 69 m²,"Pavillon 3 pièces avec jardin. Vous hésitez entre un appartement & une maison ? Vous rêvez de tranquillité & de verdure ?
L'Adresse à ce qu'il vous faut !
Dans un secteur pavillonnaire recherché, à 4' à pied des arrêts de bus, 20' du RER A Noisy Champs & du futur Métro Grand Paris.
Superbe pavillon 3 pièces Phoenix d'une surface de 70m² environ.
Profitez d'une double exposition dans cette pièce vie de 33m² avec son salon séjour traversant & son accès au jardin avant.
Une spacieuse cuisine US donnant sur une belle terrasse & jardin à l'arrière de la maison.
Découvrez à la suite, un dégagement desservant une salle de bain avec fenêtre & sèche serviette, un WC séparé, & deux chambres avec placards.
Disposant d'un atelier & d'un garage avec toitures neuves, ainsi que d'une dépendance à l'arrière, le tout sur une parcelle arborée de 488m² de terrain sans vis à vis.
Maison saine, indépendante, bien entretenue & lumineuse !
Radiateurs à inertie de 2017.
FAITES VITE"
96,96,SSD93_97,Aulnay-sous-Bois 93600 (Vieux Pays - Roserai - Bourg),"Achat maison 5 pièces 140 m², Aulnay-sous-Bois - 389 000 €",389 000 €,140 m²,5 pièces,4 chambres,,Jardin,,Terrasse,,2 779 €/m²,Réf. de l’annonce : 858551,Publiée le 24 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 140 m²,"Vente Maison/villa 5 pièces. iad France - Hakima MOKEDDEM (Voir le téléphone ) vous propose : Bien UNIQUE à 10mn À PIED de la gare !-
AULNAY SUD-Quartier Mairie Paul Bert---
Proximité Écoles, commerces et axes routiers.
Laissez vous séduire par le cachet et les volumes de cette magnifique Maison individuelle édifiée sur un terrain de 344m2 environ.
Au rez de chaussée, L'espace de vie de 45 m2 environ se compose d'une cuisine moderne , une salle à manger donnant accès au jardin et sa terrasse PLEIN SUD, un salon chaleureux avec son parquet en pointe de Hongrie, sa cheminée avec poêle d'époque en fonte et faïence ,une spacieuse chambre attenante avec sa salle de bain.
A l'étage, le palier dessert 3 chambres dont une suite parentale avec sa salle d'eau, et dressing aménagé.
Le sous sol de 40m2 environ isolé et chauffé, accueille actuellement une buanderie mais pourrait se transformer a votre guise en bureau, salle de sport ou studio à Louer ( 650E/mois).
Petit garage indépendant attenant à la maison pour atelier ou stockage.
A vos téléphones !
Votre conseillère est disponible 7 jours sur 7 pour vous la faire découvrir dès que les visites physiques seront autorisées.
+++++++ VISITE VIRTUELLE DISPONIBLE +++++++++++
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE C indice 119 et GES D indice 27. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Hakima MOKEDDEM (ID 21114), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de MEAUX sous le numéro 827530700.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
97,97,SSD93_98,Aulnay-sous-Bois 93600 (Nonneville),"Achat maison 3 pièces 60 m², Aulnay-sous-Bois - 256 000 €",256 000 €,60 m²,3 pièces,2 chambres,,Jardin,,,,4 267 €/m²,Réf. de l’annonce : 010928E1H1QW,Publiée le 18 nov. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 60 m²,"Maison Aulnay Sous Bois 3 pièce(s). Votre agence Orpi vous propose en exclusivité cette maison de trois pièces de 60m².. Au coeur du secteur sud d'Aulnay-sous-Bois, ce pavillon de plain-pied, situé en seconde position se compose d'un séjour, une cuisine, deux chambres, une salle d'eau, un wc séparé et un grenier.. L'ensemble sur un terrain de 209 m² avec une dépendance.. TRAVAUX A PREVOIR."
98,98,SSD93_99,Stains 93240 (Le Vieux Stains),"Achat maison 3 pièces 67 m², Stains - 215 000 €",215 000 €,67 m²,3 pièces,2 chambres,1 place de parking,,,,,3 209 €/m²,Réf. de l’annonce : 010068E1QAMA,Publiée le 18 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 67 m²,"Maison Stains 3 pièce(s) 67 m2. Exclusivement chez ORPI !. Dans résidence de très bon standing de 2014 avec label BBC (bâtiment basse consommation), venez déposer vos valises dans cette maison de ville composée d'une entrée, un séjour décoré avec goût donnant sur une belle cuisine aménagée et équipée, terrasse. à l'intérieur, escalier desservant le niveau haut consacré à l'espace nuit composé d'un dégagement, deux chambre s et une salle de bains / w.c.. . Rare à la vente..."
99,99,SSD93_100,Villepinte 93420 (Vert Galant),"Achat maison 3 pièces 50 m², Villepinte - 245 000 €",245 000 €,50 m²,3 pièces,2 chambres,2 places de parking,Jardin,,,,4 900 €/m²,Réf. de l’annonce : 010071E1Q6VY,Publiée le 17 nov. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 50 m²,"Maison Villepinte - 3 pièce(s) -. Votre agence Orpi Tremblay vous invite à découvrir en exclusivité sur Villepinte, une charmante maison en plain de pied d'environ 50m2 édifiée sur un terrain d'environ 392m2. Idéale première acquisition, cette maison saura vous charmer avec son style cosy et moderne.. Vous y trouverez une entrée, une cuisine équipée ouverte sur séjour, deux chambres et une salle d'eau.. Les plus; une grande dépendance à aménager, un beau terrain et une isolation extérieure neuve.. Parce qu'une visite vaut plus que des mots, je vous invite à regarder la visite virtuelle .. . Voir la visite virtuelle"
100,100,SSD93_101,Pantin 93500 (Verpantin - Sept Arpents),"Achat maison 7 pièces 300 m², Pantin - 1 260 000 €",1 260 000 €,300 m²,7 pièces,4 chambres,,Jardin,,,,4 000 €/m²,Réf. de l’annonce : 154,Publiée le 16 nov. 2020,Modifiée le 17 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 300 m²,"Maison 7 pièces à Pantin. Maison de 7 pièces dont 4 chambres (possibilité 5ème chambre) avec jardin, à 17 minutes du centre de Paris, entièrement aménagée. Son jardin et la proximité de Paris en font un lieu idéal pour le télétravail.
Au rez-de-chaussée : entrée, double réception avec cheminée, salon télé, grande chambre parentale, salle de douche, WC avec lavabo, très grande cuisine entièrement équipée, véranda chauffée donnant sur une grande terrasse et un jardin
A l'étage : 2 chambres, un bureau sur le palier, salle de douche, salle de bains, WC. 3ème chambre possible.
Au sous-sol : bureau, chambre d'amis, salle de douche, WC, garage double (avec prise de recharge pour voiture électrique), atelier et chaufferie (gaz), cave à vins, cuisine d'été avec buanderie (donnant sur le jardin).
Métro Hoche (ligne 5) et 3 lignes de Bus à 7 minutes
dont 5.00 % honoraires TTC à la charge de l'acquéreur."
101,101,SSD93_102,Neuilly-sur-Marne 93330 (Carnot - République),"Achat maison 8 pièces 160 m², Neuilly-sur-Marne - 529 000 €",529 000 €,160 m²,8 pièces,6 chambres,1 place de parking,Jardin,,,,3 306 €/m²,Réf. de l’annonce : 009013E1QHZK,Publiée le 5 nov. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 160 m²,"Maison Neuilly Sur Marne 8 pièce(s) 160 m2. Maison élevée sur cave total proche du centre ville sur 450 m² de terrain clos et arboré comprenant entrée, séjour, Salle à manger, grande cuisine, une suite parentale avec salle d'eau et WC indépendant. . A l'étage 4 chambres avec placards, salle de bains et un WC. . Au deuxième grande pièce isolée (poss chambre).. De plus grand box, et deux dépendances. Le tout proche des commerces et des transports (13 mn à pied de la gare RER A.)"
