,Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
359,359,SSD93_360,Livry-Gargan 93190 (Gargan),"Achat maison 2 pièces 42 m², Livry-Gargan - 239 800 €",239 800 €,42 m²,2 pièces,1 chambre,1 place de parking,Jardin,,,,5 710 €/m²,Réf. de l’annonce : 010074E1IVAL,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 2 pièces et 42 m²,"MAISON 2 P SUR PARCELLE DE 210 M². Maison de plain pied , 2 pièces , a deux pas du TRAM se compose comme suit:. Entrée, cuisine, séjour, chambre,salle d'eau avec WC, dressing, jardin.. Parking.. Terrain de 210 M² , possibilité de reconstruire une nouvelle maison.."
360,360,SSD93_361,Maison à vendre à Montreuil (93100),Maison à vendre Montreuil (93100) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
361,361,SSD93_362,Montreuil 93100 (Branly - Boissière),"Achat maison 7 pièces 140 m², Montreuil - 583 000 €",583 000 €,140 m²,7 pièces,4 chambres,,,,Terrasse,,3 929 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 9050,Descriptif de cette maison à vendre de 7 pièces et 140 m²,"Montreuil de demain !!. Montreuil
Situé a proximité des commerces et des transports, que votre groupe DV Immobilier vous propose cette maison de 6 pièces, 4 chambres avec terrasse de toit.
Venez découvrir cette prestation, offrant de belle perspective de plus elle bénéficie d'un stationnement.
A très vite pour votre visite!"
362,362,SSD93_363,Bondy 93140 (Moulin à Vent - Le Mainguy),"Achat maison 6 pièces 142 m², Bondy - 481 000 €",481 000 €,"141,98 m²",6 pièces,5 chambres,,Jardin,,1 terrasse,,3 388 €/m²,Réf. de l’annonce : 12600,Publiée il y a plus de 2 mois,Modifiée le 15 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 142 m²,"BONDY Gare! A 5 minutes à pieds de la gare, des lignes de bus 303, 346, TUB, du centre ville et de ses commerce. Vous tomberez sous le charme de cette belle maison de type 6 pièces comprenant: une entrée, double séjour, une chambre de plain-pied, cuisine indépendante, salle de bains, wc. A l'étage : trois chambres. Sous sol total composé d'une buanderie, bureau, cuisine été, salle d'eau, wc, cave, garage le tout édifié sur une parcelle de 687 m² de terrain."
363,363,SSD93_364,Noisy-le-Grand 93160 (Sud),"Achat maison 4 pièces 90 m², Noisy-le-Grand - 400 000 €",400 000 €,"89,60 m²",4 pièces,2 chambres,,Jardin,,,,4 464 €/m²,Réf. de l’annonce : jy6417,Publiée le 17 oct. 2020,Modifiée le 27 oct. 2020,Descriptif de cette maison à vendre de 4 pièces et 90 m²,"Maison Noisy Le Grand. Aux richardets, proche écoles dans un secteur trés recherché Nous vous proposons cette maison comprenant: entrée, séjour, salle à manger, une grande cuisine équipée de plain pied sur jardin , salle d'eau et bureau.
Au premier 2 chambres, salle de bains, combles aménageables et garage.
15 minutes RER E et 5minutes du centre des richardets. lumineuse et au calme."
364,364,SSD93_365,Livry-Gargan 93190 (L'Abbaye),"Achat maison 4 pièces 70 m², Livry-Gargan - 285 000 €",285 000 €,70 m²,4 pièces,2 chambres,3 places de parking,Jardin,,,,4 071 €/m²,Réf. de l’annonce : 010931E1Q9QL,Publiée le 15 oct. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 70 m²,"Maison Livry Gargan 4 pièce(s) 70 m2. ORPI vous propose en exclusivité cette maison située à LIVRY-GARGAN.. . Elle se compose : d'une entrée , un double séjour, et une cuisine et WC au rez de chaussée, deux chambres au premier étage, un débarras avec un balcon. Ainsi qu'une salle de bain équipé d'une baignoire, d'une douche et WC . Elle possède également un garage et un sous-sol. . Proche des commerces, écoles et transports.. VISITE VIRTUELLE DISPONIBLE SUR LE SITE ORPI. Pour plus d'informations n'hésitez pas à nous contacter."
365,365,SSD93_366,Drancy 93700 (Avenir Parisien),"Achat maison 3 pièces 63 m², Drancy - 229 000 €",229 000 €,63 m²,3 pièces,2 chambres,,Jardin,,,,3 635 €/m²,Réf. de l’annonce : 010053E1FKYX,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 63 m²,"Maison Drancy AVENIR 3 pièces 63 m2. VOTRE AGENCE ORPI VOUS PROPOSE , . Une charmante maison de ville comprenant : entrée , cuisine ,grand séjour lumineux , 2 chambres , sous-sol , buanderie . . Dans un secteur très calme .. A VISITER RAPIDEMENT ."
366,366,SSD93_367,Neuilly-sur-Marne 93330 (Fauvettes Nord),"Achat maison 12 pièces 398 m², Neuilly-sur-Marne - 845 000 €",845 000 €,398 m²,12 pièces,7 chambres,,Jardin,,,,2 123 €/m²,Réf. de l’annonce : 15047,Publiée il y a plus de 2 mois,Modifiée le 15 nov. 2020,Descriptif de cette maison à vendre de 12 pièces et 398 m²,"- Deux Maisons Exceptionnelles - A 10 km de la Porte de Vincennes (Accès A4/A86/A3), à 15 mn en bus du RER A de Neuilly Plaisance et à proximité des commerces et des écoles maternelles, primaires et du collège. Vous trouverez une première maison de 300m² comprenant : - au RDC un bureau pouvant être une chambre, une salle d'eau avec WC, une cuisine donnant sur une terrasse. - A l'étage un séjour/salle à manger avec une cuisine indépendante, une chambre et une salle de bain attenante ainsi qu'un WC séparé, un bureau pouvant être une chambre. - Au deuxième étage une suite parentale avec dressing et salle d'eau avec WC et douche à l'italienne, une chambre avec dressing et une salle de bain, une salle de repos/sport pouvant être une chambre. De plus, cette maison dispose d'un garage et d'une chaufferie. La deuxième maison est un pavillon de 98m² composée d'une cuisine, d'un séjour, d'une salle à manger de plain pied donnant sur une terrasse ainsi qu'un WC séparé proche de l'entrée avec placard. A l'étage, vous trouverez un grand palier desservant une salle de bain, une chambre et un dressing. De nombreuses possibilités à explorer pour satisfaire vos besoins. Le tout sur un terrain de 619m². N'hésitez pas à me contacter pour plus d'informations, ou si vous souhaitez visiter cet appartement. Votre conseiller en immobilier, KHIALI Camile. ENREGISTREMENT N°MRCSACI201801FRN0000000018689A00"
367,367,SSD93_368,Clichy-sous-Bois 93390 (La Butte - Les Limites),"Achat maison 3 pièces 60 m², Clichy-sous-Bois - 257 000 €",257 000 €,60 m²,3 pièces,2 chambres,,Jardin,,,,4 283 €/m²,Réf. de l’annonce : 009065E1ESN1,Publiée il y a plus de 2 mois,Modifiée le 12 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 60 m²,"Maison Clichy sous bois 3 pièce(s). Limite Le Raincy. Nichée au calme d'une allée piétonne privée, maison de charme. comprenant au rez-de-chaussée séjour avec cheminée et cuisine indépendante. . A l'étage deux chambres, salle de bains, WC indépendants et dressing. . Sous-sol total. . Superbe jardin d'environ 260m2 avec bassin et petite dépendance.. Rare sur le marché ! Faire vite !"
368,368,SSD93_369,Saint-Ouen 93400 (Rosiers - Les Puces),Programme immobilier TOUR LODS à Saint-Ouen,,,,,,,,,,,Réf. de l’annonce : 1508,Publiée il y a plus de 2 mois,Modifiée le 11 nov. 2020,Descriptif de ce programme immobilier à Saint-Ouen,"TOUR LODS. Un programme immobilier neuf aux portes de Paris

Située au nord de Paris, limitrophe du 18ème arrondissement, Saint-Ouen est très bien desservie par les transports en commun avec les lignes de métro 4 et 13, le RER C, le tramway 3b et les différentes lignes de bus. L'accès au boulevard périphérique est accessible en 4 minutes* via la Porte de Saint Ouen, enfin l'aéroport Roissy-Charles De Gaulle est à seulement 18km*.

La ville de Saint-Ouen, aux portes de Paris, connait une mutation à grande échelle dans sa modernisation et son urbanisation. Reconnue pour son marché aux puces, la commune profite d'un intérêt croissant chez les parisiens.

Exceptionnellement bien située, cette résidence neuve vous offre tous les avantages rêvés pour devenir propriétaire : à 700m* de la mairie, à 2 minutes* à pied des commerces, à 600m* des écoles et de la station de métro la plus proche.

Un appartement personnalisé à Saint-Ouen

La tour LODS, sur la rue Blanqui, à 5 min* à pied du marché aux puces, propose 33 plateaux bruts à aménager soi-même.

Diverses superficies vous seront proposées sur 7 étages, ainsi que différents types d'aménagement, pour vous donner des idées !

Qui n'a jamais rêvé de vivre dans un loft sur-mesure, à 10 min* de Paris !
*source Google maps
Voir renseignements et conditions sur notre site (lien supprimé)"
369,369,SSD93_370,Le Blanc-Mesnil 93150 (Centre - Tilleuls),"Achat maison 7 pièces 200 m², Le Blanc-Mesnil - 604 000 €",604 000 €,200 m²,7 pièces,4 chambres,,Jardin,,,,3 020 €/m²,Réf. de l’annonce : 93001854,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 200 m²,"Maison. CASA Immobilier vous propose à LE BLANC-MESNIL, ce très beau Pavillon de 7 pièces de 200 m² sur sous-sol total + Dépendance aménagée en F2 de 40 m² en fond de parcelle, le tout sur un magnifique Terrain de 731 m² (2 parcelles) et 20 m de façade :
Rdc suréelevé : Entrée, séjour-salle à manger de 43 m² avec cheminée, une Véranda de 23 m² donnant sur le jardin à l'arrière, cuisine équipée, salle d'eau avec wc.
Etage : dégagement, salle de bains, wc, 4 chambres.
Sous-sol total en 1/2 niveau, entièrement aménagé.
Dépendance en fond de jardin aménagée en F2 : séjour, cuisine, chambre, salle d'eau.
Classe Energie : D (chauffage gaz)
Garantie Revente de 2 ans Incluse et Offerte.
Honoraires charge vendeur Agent Immobilier CASA IMMOBILIER DRANCY - - Morgan DUFOUR - Voir le téléphone - - Plus d'informations sur (lien supprimé) (réf. 93001854)"
370,370,SSD93_371,Bondy 93140 (Le Saule Blanc),"Achat maison 6 pièces 150 m², Bondy - 430 000 €",430 000 €,150 m²,6 pièces,5 chambres,,Jardin,,,,2 867 €/m²,Réf. de l’annonce : TUCBON846,Publiée il y a plus de 2 mois,Modifiée le 27 oct. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"GRAND PAVILLON - BONDY SUD. GRAND PAVILLON DE 150M2 HABITABLES SUR 2 NIVEAUX ET DE 6 PIÈCES.
*** situé dans une zone pavillonnaire super calme et recherchée dans le quartier BONDY SUD à la limite de Bondy et Les pavillons sous bois , cet grand pavillon de 150m2 habitables sur 2 niveaux vous séduira absolument .
**** il est composé de 5 grandes chambres , d'un grand séjour, d'une cuisine équipée, d'une salle de bain , d'une salle d'eau, de 3 wc, d'un sous-sol total déjà aménagé, d'un garage, d'un jardin d'environ 100m2, et des combles aménageables au bon vouloir de celui qui voudra le faire.
**** Pour tous ceux qui recherche un quartier calme et convivial proche de toutes commodités, cet grand pavillon ne manquera pas de vous plaire absolument
**** UNE VISITE S'IMPOSE POUR L'APPRÉCIER PAR VOUS-MÊME.
TAXE FONCIÈRE= 2400
ANNÉE de construction = 1998
Chauffage chaudière à gaz"
371,371,SSD93_372,Montfermeil 93370 (Les Oiseaux),"Achat maison 7 pièces 125 m², Montfermeil - 379 000 €",379 000 €,125 m²,7 pièces,5 chambres,2 places de parking,Jardin,,,,3 032 €/m²,Réf. de l’annonce : 1615,Publiée il y a plus de 2 mois,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 125 m²,"Exclusivité. Montfermeil, dans le quartier recherché de Franceville. Nous vous proposons cette maison des années 80-90 composée au rez-de-chaussée: une entrée, une chambre, un WC, une cuisine ouverte sur un salon séjour avec un accès directe sur le jardin. A l'étage: un pallier donnant sur trois chambres, une salle de bains et un WC. De plus vous aurez un sous-sol total semi-enterré avec fenêtre aménagé en un garage, une buanderie et une grande chambres. Vous apprécierez: le quartier, le jardin sans vis à vis, le sous-sol. Appelez sans plus attendre au Voir le téléphone ."
372,372,SSD93_373,Maison à vendre à Livry-Gargan (93190),Maison à vendre Livry-Gargan (93190) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
373,373,SSD93_374,Noisy-le-Grand 93160 (Centre-ville),"Achat maison 6 pièces 112 m², Noisy-le-Grand - 428 000 €",428 000 €,112 m²,6 pièces,4 chambres,2 places de parking,Jardin,,,,3 821 €/m²,Réf. de l’annonce : 735,Publiée le 7 déc. 2020,Modifiée le 10 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 112 m²,"Noisy-le-grand - 6 pièce(s) - 112 m². A 5 minutes du RER A, et des commerces, découvrez avec Direct Agence cette belle maison individuelle !
Bâtie sur un terrain de 370m², elle se compose, au rez-de-chaussée : d'une chambre avec placard, une buanderie, des WC et d'un vaste séjour avec cuisine meublée et équipée de 28m², le séjour s'étend sur une véranda isolée et chauffée de 14m² ! A l'étage un palier desservant une salle d'eau avec douche à l'italienne, des WC séparés ainsi que trois vastes chambres dont une suite parentale avec salle d'eau et sa douche à l'italienne. Les combles sont aménagés et peuvent donc servir de chambre supplémentaire, salle de jeux ou tout simplement de rangement. Chaque chambre dispose d'un placard pour optimiser votre rangement.
De grands espaces, du rangement et à deux pas de toutes commodités, visiter et vous serez conquis !"
374,374,SSD93_375,Bobigny 93000 (Edouard Vaillant),"Achat maison 4 pièces 75 m², Bobigny - 310 000 €",310 000 €,75 m²,4 pièces,3 chambres,,Jardin,,Terrasse,,4 133 €/m²,Réf. de l’annonce : 863773,Publiée le 6 déc. 2020,Modifiée le 10 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 75 m²,"Vente Maison/villa 4 pièces. iad France - Maxime RITO (Voir le téléphone ) vous propose : BOBIGNY/Edouard Vaillant. Dans un bon secteur de Bobigny, à 5 minutes du métro 5 Bobigny Pablo Picasso et à 2 minutes des axes autoroutiers (l'A86 et l'A3). À Proximité de l'école maternelle Auguste Delaune, du Collège Delaune et du lycée Madeleine Vionnet .Une maison de 75 m2 environ sur un terrain de 142 m2 environ. Au rez-de-chaussée entrée, un séjour spacieux avec une cuisine aménagée et équipée, une chambre, une salle de bain, un wc séparé. Au 1er étage : 2 chambres.
Chauffage au GAZ. une grande terrasse vient compléter ce bien.
Maison sans travaux!!!Pour plus d'informations merci de me contacter
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE E indice 241 et GES F indice 56. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Maxime RITO (ID 29832), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de bobigny sous le numéro 524960242.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
375,375,SSD93_376,Bagnolet 93170 (Les Malassis),"Achat maison 6 pièces 151 m², Bagnolet - 645 000 €",645 000 €,"150,77 m²",6 pièces,4 chambres,,,,,,4 278 €/m²,Réf. de l’annonce : 3640,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 151 m²,"Maison Bagnolet 6 pièce(s) 150.77 m2. Bagnolet, centre ville, votre agence Swixim vous propose en exclusivité cette maison individuelle en très bon état. Elle se compose comme suit : au RDC une pièce de vie de plus de 45m², une cuisine séparée, équipée et aménagée, au premier étage 3 chambres, une salle de bains avec WC, une grande suite parentale de 45m² au dernier niveau ( possibilité de réaliser 2 chambres et une salle d'eau).
Grande terrasse, sous-sol complet, coup de coeur à découvrir.
Contactez Fabien au Voir le téléphone .
Honoraires charge vendeur.
Agent commercial enregistré au RSAC de Paris sous le numéro 795 342 526."
376,376,SSD93_377,Montfermeil 93370 (Les Oiseaux),"Achat maison 8 pièces 195 m², Montfermeil - 440 000 €",440 000 €,195 m²,8 pièces,6 chambres,,Jardin,,Terrasse,,2 256 €/m²,Réf. de l’annonce : 152,Publiée le 2 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 195 m²,"Maison - 195m ². OFFICE IMMOBILIER vous propose sur la commune de montfermeil , proche des écoles et du centre ville
une maison de 195m2 habitable avec un jardin de 500m2 comprenant
au rez de chaussé un grand dégagement , un wc , une chambre et un bureau qui peut être aménagé en chambre
au 1er étage une cuisine équipée et aménagée , un salon/séjour , une salle d'eau avec wc , 2 chambres
au 2ème étage 3 grande chambres , une salle d'eau , et un espace buanderie .
pour compléter ce ce bien un grand garage équipé d'une cuisine d'été et un jardin de 500m2 avec tèrrase et une dépendance
de40 m2 environ qui se situe au fond du jardin"
377,377,SSD93_378,Gagny 93220 (Maison Blanche),"Achat maison 4 pièces 92 m², Gagny - 420 000 €",420 000 €,92 m²,4 pièces,3 chambres,,Jardin,,Terrasse,,4 565 €/m²,Réf. de l’annonce : 854939,Publiée le 2 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 92 m²,"Vente Maison/villa 4 pièces. iad France - Richard POISSON (Voir le téléphone ) vous propose : Dans un secteur très recherché de Gagny, proche du lac de Maison Blanche, des écoles, des transports (gare et bus) et des petits commerces, venez découvrir cette jolie maison individuelle de 92 m² environ sur un sous sol total, très bien entretenue avec un jardin arboré clos de 360 m² environ. Après avoir monté quelques marches vous découvrirez une belle entrée avec WC et Placard, un salon / séjour très lumineux, une cuisine séparée et équipée avec acces au jardin. A létage : un pallier dessert une grande salle d'eau avec un WC, puis 3 belles chambres avec placards.
Le sous-sol pouvant accueillir un véhicule a été aménagé en buanderie, atelier et en coin chaufferie avec de nombreuses pièces de rangement
A l' extérieur : une terrasse donnant sur un jardin arboré.
Les +++ : ouvrants PVC doubles vitrages, chaudière gaz condensation récente, possibilité de garé plusieurs voitures dans l'allée, toiture vérifiée, tout à l'égout,
A visiter rapidement.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE E indice 266 et GES F indice 62. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Richard POISSON (ID 34415), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de MEAUX sous le numéro 843842055.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
378,378,SSD93_379,Bondy 93140 (Le Saule Blanc),"Achat maison 5 pièces 122 m², Bondy - 345 000 €",345 000 €,"121,92 m²",5 pièces,3 chambres,3 places de parking,Jardin,,,,2 830 €/m²,Réf. de l’annonce : 010080E1RPFI,Publiée le 1 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 122 m²,"Maison Bondy 5 pièce(s) 121.92 m2. Votre agence ORPI vous propose EN EXCLUSIVITE ce pavillon élevé sur sous-sol total de plus de 120 m² dans le secteur très prisé des écoles à proximité du centre ville.. Au rez de jardin, vous découvrirez une entrée, dressing, pièce, buanderie / chaufferie, cave.. Au rez de chaussée, vous apprécierez un vaste séjour avec cheminée et cuisine ouverte, 2 chambres, salle de bains. . A l'étage, une très grande chambre ouverte sur une pièce de rangement et salle d'eau avec wc.. Garage, abris de Jardin, terrasse et jardin sans vis a vis tout y est !!"
379,379,SSD93_380,Le Blanc-Mesnil 93150 (Sud),"Achat maison 5 pièces 156 m², Le Blanc-Mesnil - 590 000 €",590 000 €,156 m²,5 pièces,3 chambres,2 places de parking,Jardin,,,,3 782 €/m²,Réf. de l’annonce : 010058E1RW0J,Publiée le 1 déc. 2020,Modifiée le 2 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 156 m²,"Maison sur terrain de 1042 m² au Blanc Mesnil 5 pièces.. Edifié sur un terrain de 1042 m², pavillon indépendant construit en 1968 par les Maisons BERVAL. Il se compose de plain pied d'une entrée, un double séjour, une cuisine, 2 chambres, une salle de bains, un W.C. . A l'étage 1 grande chambre de 69 m² et un W.C.. Chaufferie et garage attenant.. Travaux à prévoir.. A 8 minutes à pieds de la Gare RER B Le Blanc-Mesnil.. TRES RARE."
380,380,SSD93_381,Gagny 93220 (Plateau - Franceville),"Achat maison 3 pièces 54 m², Gagny - 217 000 €",217 000 €,54 m²,3 pièces,2 chambres,,Jardin,,Terrasse,,4 019 €/m²,Réf. de l’annonce : 340934180470,Publiée le 30 nov. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 54 m²,"Dpt Seine Saint Denis (93), à vendre GAGNY maison P3 de 54,5 m² - Terrain de 139,00 m². GAGNY, votre agent indépendant CAPIFRANCE Patrick BRIVET vous propose cette jolie maison indépendante d'environ 55m2 entièrement rénovée.
Une petite maison avec terrasse et jardin au prix d'un appartement !!
Idéal jeune couple ou investisseur (loyer possible 1150€/mois), faible taxe foncière et AUCUN TRAVAUX A PRÉVOIR!!
Tramway T4 (Hôpital de Montfermeil / gare RER E de Bondy) et future ligne 16 du métro (2023) à seulement 15mn à pied, centre commercial, commerces variés à 300m, bus desservant le centre ville à proximité immédiate, écoles à 250m, crèche à seulement 100m. Vous accèderez à la gare de Gagny Centre en 15mn en bus.
Édifiée sur une parcelle de 139m², cette maison vous propose au rez de chaussée une grande pièce de vie de près de 25m2 avec cuisine américaine. Accès direct à une spacieuse terrasse couverte de 26m2 et à un jardinet exposés SUD-OUEST!
Une salle d'eau avec douche italienne et toilettes ainsi qu'un cellier aménagé en buanderie complètent le rez-de-chaussez.
A l'étage vous disposerez de 2 chambres de 11,4m2 et 10,6m2 au sol.
Possibilité de créer un stationnement sur le terrain.
 Les honoraires sont à la charge du vendeur. Réseau Immobilier CAPIFRANCE - Votre agent commercial Patrick BRIVET Voir le téléphone - Plus d’informations sur le site de CAPIFRANCE (réf.646460)"
381,381,SSD93_382,Maison à vendre à Pierrefitte-sur-Seine (93380),Maison à vendre Pierrefitte-sur-Seine (93380) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
382,382,SSD93_383,Montreuil 93100 (Montreau - Le Morillon),"Achat maison 6 pièces 180 m², Montreuil - 560 000 €",560 000 €,180 m²,6 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,2 944 €/m²,Réf. de l’annonce : 4603,Publiée le 28 nov. 2020,Modifiée le 10 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 180 m²,"Maison 93100 6 pièce(s) 145 m2. Quartier du Parc Montreau sur un terrain de 507 m² au total, nous vous proposons une maison à rénover.
comprenant 6 pièces, 4 chambres et un grand séjour de 25m² avec cuisine semi-ouverte donnant sur le jardin à l'arrière de la maison. A noter une deuxième petite maison à l'arrière de 32 m² sur deux niveaux. Bien rare à Montreuil. dont 5.66 % honoraires TTC à la charge de l'acquéreur."
383,383,SSD93_384,Pierrefitte-sur-Seine 93380 (Centre-ville - Butte-Pinson),"Achat maison 3 pièces 52 m², Pierrefitte-sur-Seine - 225 000 €",225 000 €,52 m²,3 pièces,2 chambres,,Jardin de 46 m²,,,,4 327 €/m²,,Publiée le 26 nov. 2020,Réf. de l’annonce : 012,Descriptif de cette maison à vendre de 3 pièces et 52 m²,"Maison 3 pièces Pierrefitte-sur-Seine. Votre agence Laforet de Pierrefitte-sur-Seine à le plaisir de vous présenter en EXCLUSIVITÉ cette charmante maison type F3 d'une surface de 52 m² habitable sur une surface parcelle de 46 m². La maison se compose : - D'un rez-de-chaussée comprenant : une entrée avec un coin bureau, un salon, d'une cuisine séparée, WC, d' un débarras et un escalier menant au sous-sol. - D'un étage avec : une salle de bains (baignoire et WC) et de 2 chambres. Le ravalement a été fait en octobre 2020 ainsi qu'un rafraîchissement intérieur. Elle se situe en plein centre-ville à proximité des commerces, des établissements scolaires et transports en commun (à 8minutes à pieds de la gare Pierrefitte - Stains). L'équipe de Laforet Pierrefitte vous attends pour la visite !"
384,384,SSD93_385,Bagnolet 93170 (Centre-ville),"Achat maison 5 pièces 179 m², Bagnolet - 999 000 €",999 000 €,179 m²,5 pièces,4 chambres,,,,,,5 581 €/m²,Réf. de l’annonce : MCAA010,Publiée le 26 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 179 m²,"Maison 179m2 - Quartier des 'Fleurs' à Bagnolet. Rare sur le secteur de Bagnolet - A proximité de Paris
L'Adresse vous propose cette magnifique maison sur 4 niveaux offrant 100m² d'extérieurs. Ce bien, proche du centre-ville et du métro, est situé dans un quartier prisé 'des Fleurs' à Bagnolet.
Elle comprend un grand séjour/salle à manger lumineux et un espace bureau au rez-de-chaussée, quatre chambres, une salle d'eau et une salle de bains situé dans la suite parentale au dernière étage, un coin buanderie et un garage au sous-sol.
Le bien est en parfait état et au calme absolu."
385,385,SSD93_386,Le Bourget 93350 (L'Eglise - Parc des Expositions),"Achat maison 6 pièces 150 m², Le Bourget - 450 000 €",450 000 €,150 m²,6 pièces,4 chambres,,Jardin,,Terrasse,,3 000 €/m²,Réf. de l’annonce : 858711,Publiée le 25 nov. 2020,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Vente Maison/villa 6 pièces. iad France - Nathalie ESTEVES (Voir le téléphone ) vous propose : EN EXCLUSIVITE GRAND PARIS !!! Rare sur le secteur !!
Au coeur du Bourget, cette superbe maison moderne et impeccable de 150 M² environ sur sous sol total est faite pour vous !
Au RDC :Dès l'entrée, le vide sur séjour fait son effet avec de l'espace et de la luminosité, une pièce de vie de 40 m² environ avec cheminée vous accueille ainsi qu'une cuisine semi ouverte récente. Une suite parentale et un wc séparé complètent ce niveau .
Au 1er étage: deux chambres dont une avec salle d'eau privative, une salle de bain ainsi qu'un WC séparé.
A 2éme étage: une 4éme chambre ainsi qu'une pièce supplémentaire (surface utile de 40m² environ) que vous pourrez aménager à votre convenance en bureau, salle de jeux ou dressing selon vos besoins.
Une buanderie, une grande terrasse, un espace potager et une place de parking complètent ce bien.
Proche de toutes les commodités.
12 mn à pied de la gare du Bourget, Lignes 16 et 17 du futur métro à 10mn, à 2 mn de l'autoroute A1
Il ne reste plus qu'a visiter !!
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE C indice 93 et GES D indice 21. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Nathalie ESTEVES (ID 35151), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de COMPIEGNE sous le numéro 849473814.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
386,386,SSD93_387,Tremblay-en-France 93290 (ZAC Tremblay - Charles de Gaulle),"Achat maison 5 pièces 136 m², Tremblay-en-France - 285 000 €",285 000 €,136 m²,5 pièces,4 chambres,,Jardin,,,,2 096 €/m²,Réf. de l’annonce : 856740,Publiée le 24 nov. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 136 m²,"Vente Maison/villa 5 pièces. iad France - Kathy MAQUIGNEAU (Voir le téléphone ) vous propose : Tremblay En France secteur vieux Pays.
Charmant Pavillon F6 de 136 m2 environ sur une parcelle de 502 m2 environ de terrain sans vis à vis.
Dans un quartier calme à proximité des écoles, des autoroutes , de l'aéroport Roissy Charles de Gaulles et des centres commerciaux.
Vous découvrirez un séjour spacieux de 44 m2 environ avec une cheminée donnant sur la véranda, une cuisine ouverte sur le séjour récente et aménagée, salle de bain et des toilettes séparés ainsi que deux chambres (23,12 m2 environ).
A l'étage mezzanine, 2 chambres et 1 bureau.
Pour compléter cette maison une cave et un garage.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE F indice 369.5 et GES F indice 63.6. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Kathy MAQUIGNEAU (ID 49207), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de BOBIGNY sous le numéro 515012391.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
