Addresse,Code_insee,Departement,Latitude,Longitude,MinDistGar,MoyDistGar,train,rer,metro,tramway,Distance,DurationPoliceMin
Bondy 93140 (La Mare à Veuve),93140,93,48.89403239999999,2.4791346,0.04835322619924585,22.648723705945446,0,1,0,1,0.9947961445854047,0.09777777777777778
Bondy 93140 (Le Saule Blanc),93140,93,48.9035417,2.4920707,1.2011616520057429,23.4541546156026,0,0,0,1,0.48790741059174403,0.11
Bondy 93140 (Les Mérisiers),93140,93,48.9129869,2.4879974999999996,1.6108144496348353,23.58891093848446,0,0,0,1,1.2582740048004413,0.14805555555555555
Bondy 93140 (Moulin à Vent - Le Mainguy),93140,93,48.9018,2.4893,0.9734471010810722,23.28460996497408,0,0,0,1,0.24227859075477812,0.08222222222222222
Bonnelles 78830,78830,78,48.6182,2.02973,9.51616570749954,40.40831751910368,1,1,0,0,15.554117780480007,0.3983333333333333
Bonneuil-en-France 95500,95500,95,48.9748734,2.4332879,2.4466739963162487,25.088874146477828,0,1,0,0,1.5349402936056424,0.12361111111111112
Bonneuil-sur-Marne 94380 (Centre-ville - Parc du Raincy),94380,94,48.7695,2.4793,1.086672771987298,24.58017630748272,0,0,1,0,1.5337122440374915,0.12472222222222222
Bonneuil-sur-Marne 94380 (Haut-Bonneuil),94380,94,48.7695,2.4793,1.086672771987298,24.58017630748272,0,0,1,0,1.5337122440374915,0.12472222222222222
Bonnières-sur-Seine 78270,78270,78,49.0371276,1.5805027,0.1967342064293941,62.848337127459224,1,0,0,0,10.157168538727648,0.2644444444444444
Bouafle 78410,78410,78,48.96449439999999,1.9001776999999997,3.274027758752074,40.17366684704907,1,0,0,0,3.765382674700546,0.18138888888888888
Bouffémont 95570,95570,95,49.0431342,2.2991001,1.755895591049749,29.510855759340984,1,0,0,0,5.322297060422189,0.235
Bougival 78380,78380,78,48.8642975,2.1377696,1.123264940699761,24.855930891123077,1,0,0,0,1.7126070733479284,0.09833333333333333
Bouleurs 77580,77580,77,48.88019,2.907062,2.296561447365432,46.937916970584546,1,0,0,0,8.41013871684167,0.2975
Boullay-les-Troux 91470,91470,91,48.679021399999996,2.0486843,3.1179780674587283,35.589476504522814,0,1,0,0,8.943859092172252,0.29833333333333334
Boulogne-Billancourt 92100 (Château - Les Princes Marmottan),92100,92,48.8333,2.25,0.4544750519864592,20.32208355532706,0,0,1,0,0.718411247837934,0.0875
