Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
242,VO95_245,Montmagny 95360 (Barrage),"Achat maison 8 pièces 108 m², Montmagny - 420 000 €",420 000 €,108 m²,8 pièces,5 chambres,4 places de parking,Jardin,,,,3 889 €/m²,Réf. de l’annonce : 282,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 8 pièces et 108 m²,"Montmagny limite Groslay/ Sarcelles, Pavillon individuelle, F6/F7, Grand Terrain.. L'agence Keymex Plaine de France vous proposse une belle maison individuelle, à 5 minutes du Tramway et des bus 268/269, écoles maternelles et primaire à 2 minutes ainsi que le colége et le lycée à 5/10 minutes à pied.
Belle maison de l'aspect extéieure comprenant :
au rez-de-chaussée : entrée avec hauteur cathédrale, séjour double , cuisine aménagée et équipée, 1 chambre, salle d'eau et WC.
Au premier étage : Pallier déservant 4 chambres Avec un bureau, salle de bain et WC.
Double terrasse, garage et abris de jardin.
Plusieur place de parking sur l'avant de la maison.
Aucun travaux à prévoir.
RARE SUR LE SECTEUR
Merci de contacter : Dominique YALAP au Voir le téléphone"
243,VO95_246,Louvres 95380,"Achat maison 5 pièces 83 m², Louvres - 274 000 €",274 000 €,"82,87 m²",5 pièces,2 chambres,1 place de parking,Jardin,,,,3 306 €/m²,Réf. de l’annonce : 2029,Publiée il y a plus de 2 mois,Modifiée le 8 nov. 2020,Descriptif de cette maison à vendre de 5 pièces et 83 m²,"Maison Louvres 5 pièce(s) 82.87 m2. A 5 mn à pied de la gare et des commerces, maison individuelle composée de 2 chambres, ainsi qu'une troisième traversante, séjour double, salle d'eau avec wc, édifiée sur un sous-sol total et un très beau terrain de 400 m². A visiter sans attendre !"
244,VO95_247,Franconville 95130 (Stade),"Achat maison 4 pièces 95 m², Franconville - 275 000 €",275 000 €,95 m²,4 pièces,3 chambres,2 places de parking,Jardin,,,,2 895 €/m²,Réf. de l’annonce : 084028E1L9FK,Publiée il y a plus de 2 mois,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 95 m²,"PAVILLON A RÉNOVER - 95 m² - 3 CHAMBRES -. Issu d'une division de terrain, en lot arrière, sur une parcelle de 154 m², dans le quartier pavillonnaire de la gare, ORPI vous propose ce pavillon de 1940 avec une extension en 1996 d'environ 95 m². . Travaux important à prévoir (toiture, chaudière, peinture, électricité, agencement).. Il comprend : une entrée, un double séjour cheminée avec cuisine ouverte de 40 m², une salle de bains, deux chambres, un WC ; à l'étage, une chambre et deux bureaux sous combles. Un sous sol partiel, chaudière gaz. Emplacement véhicules.. Notre avis : un bel emplacement, du potentiel, travaux.."
245,VO95_248,Le Plessis-Bouchard 95130,"Achat maison 3 pièces 61 m², Le Plessis-Bouchard - 238 500 €",238 500 €,61 m²,3 pièces,1 chambre,1 place de parking,Jardin,,,,3 910 €/m²,Réf. de l’annonce : 084028E1KEBF,Publiée il y a plus de 2 mois,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 61 m²,"MAISON 70 m² ou F2 + studio avec cour-jardin. Pavillon de plain-pied avec dépendance, édifié sur environ 128 m² de terrain et comprenant : entrée, cuisine avec salle à manger et cheminée, une chambre, salle d'eau, WC à l'extérieur. Travaux important à prévoir : installation eau, électricité, chauffage. . Au final : une maison en U avec une cour intérieure ou un F2 et un studio sur cour. Pour bricoleurs, joli potentiel !"
246,VO95_249,Maison à vendre à Puiseux-en-France (95380),Maison à vendre Puiseux-en-France (95380) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
247,VO95_250,Herblay 95220 (Verdun - Copistes),"Achat maison 2 pièces 38 m², Herblay - 195 000 €",195 000 €,38 m²,2 pièces,1 chambre,1 place de parking,Jardin,,,,5 132 €/m²,Réf. de l’annonce : 084006E1IRB8,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 2 pièces et 38 m²,"Maison Herblay Sur Seine 40 m2. HERBLAY SUR SEINE - CENTRE VILLE.. A quelques pas de la gare et du centre ville, maison édifiée sur un terrain de 155m², comprenant une entrée salon avec cuisine us , une chambre, une salle d'eau avec WC, jardin, parking, double vitrage.. FAITES VITE UNE BELLE AFFAIRE."
248,VO95_251,Franconville 95130 (Noyers Saint-Edme),"Achat maison 8 pièces 120 m², Franconville - 469 000 €",469 000 €,120 m²,8 pièces,6 chambres,1 place de parking,Jardin,,,,3 908 €/m²,Réf. de l’annonce : 084028E1JRPJ,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 120 m²,"PAVILLON 6 CHAMBRES sur 415 m². 6 Chambres pour ce solide pavillon aménagé avec un sous sol total de plain pied (cuisine d'été, salle d'eau, 3 chambres). Au rez-de-chaussée : séjour de 45 m² avec cuisine équipée haut de gamme, salon, chambre et salle de bains ; à l'étage, deux chambres et une salle d'eau. Chauffage gaz, double vitrage. Quartier pavillonnaire de la gare, terrain de 415 m². Idéal famille nombreuse !."
249,VO95_252,Pierrelaye 95480,"Achat maison 2 pièces 47 m², Pierrelaye - 174 948 €",174 948 €,47 m²,2 pièces,1 chambre,1 place de parking,Jardin,,Terrasse,,3 722 €/m²,Réf. de l’annonce : 1382108,Publiée il y a plus de 2 mois,Modifiée le 10 déc. 2020,Descriptif de cette maison à vendre de 2 pièces et 47 m²,"Pierrelaye, maison de 2 pièces dans résidence pour personnes âgées avec parking et jardin. Uniquement chez FONCIA !
Pierrelaye, maison comprenant : séjour, kitchenette, dégagement, une chambre, une salle de bains, wc, terrasse, jardin privatif et place de parking.
Honoraires d'agence inclus et à la charge du vendeur.
Contact pour visiter :
Matthieu DESAYMONET
Tel : Voir le téléphone 
Contacter 
Only at FONCIA!
Pierrelaye, house including: living room, kitchenette, hallway, one bedroom, bathroom, wc, terrace, private garden and parking space.
Agency fees included and at the seller's expense.
Contact to visit:
Matthieu DESAYMONET
Phone: Voir le téléphone 
Contacter"
250,VO95_253,Soisy-sous-Montmorency 95230 (Les Noels - Champs de Course d'Enghien - Gare),"Achat maison 6 pièces 125 m², Soisy-sous-Montmorency - 472 500 €",472 500 €,125 m²,6 pièces,4 chambres,1 place de parking,Jardin,,1 terrasse,,3 780 €/m²,,Publiée il y a plus de 2 mois,Réf. de l’annonce : 3093,Descriptif de cette maison à vendre de 6 pièces et 125 m²,"Maison 125 m² à vendre à SOISY. Située à SOISY SOUS MONTMORENCY, cette maison familiale de bon standing offre 6 pièces réparties sur 125 m² (319 m² de terrain). Elle est dotée de 4 chambres, d'un séjour de 25 m² et d'une cuisine equipée. Elle est également pourvue d'une salle de bain, d'une salle d'eau ainsi que de 3 WC.
Une gare se trouve à 8 min pour vos voyages en train.
De plus, cette maison possède une terrasse. Parmi les autres plus, vous bénéficiez d'un parking pour stationner votre véhicule et permettre à vos visiteurs de se garer facilement.
Cette maison compte 2 niveaux. La présence d'un visiophone offre un accès plus sécurisé à la résidence.
Cette maison bénéficie de radiateurs, pour un chauffage qui fonctionne au gaz.
Le prix de cette maison est de 472 500 et les honoraires sont à la charge du vendeur.
Envie d'en savoir plus ? Prenez contact avec nous. Référence : 3093."
251,VO95_254,Marines 95640,"Achat maison 5 pièces 75 m², Marines - 146 000 €",146 000 €,75 m²,5 pièces,3 chambres,,Jardin,,,,1 947 €/m²,Réf. de l’annonce : IDIBRR3143,Publiée il y a plus de 2 mois,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 75 m²,"A 15 MN NORD DE MARINES, A 500 METRES DE LA GARE DE CHAUMONT, SUPERBE MAISON DE VILLE ENTIEREMENT REFAITE A NEUF DE 75 M² HABITABLE AVEC JARDIN DE 320 M² TRES BIEN SITUEE A DEUX PAS DU CENTRE VILLE ET DE LA GARE A UNE HEURE DE PARIS. A 15 mn au nord de Marines et 30 mn de Cergy, Très belle maison de 75 m² habitable avec jardin de 320 m² clos décalé à 15 mètres de la maison au bout d' un couloir, le tout entièrement rénovée et très bien isolée comprenant séjour double, cuisine équipée au RDC, trois chambres, dont deux au 1er etage et une autre au 2ème avec pièce pallière et salle de bains neuve avec wc, chauffage récent avec des caloporteurs électrique dernière génération, offrant une excellente note énergetique avec fenêtres isolées en double vitrage. Le tout très bien situé dans un quartier calme proche DE LA GARE, à 3 mn du centre ville de Chaumont entouré par les bois, à 30 mn de Cergy et une heure de Paris
A VOIR TRES VITE!!!
AFFAIRE RARE A SAISIR!!"
252,VO95_255,Jouy-le-Moutier 95280 (Jouy-le-Fontaine - Jouy-village),"Achat maison 3 pièces 75 m², Jouy-le-Moutier - 265 800 €",265 800 €,75 m²,3 pièces,2 chambres,1 place de parking,Jardin,,,,3 544 €/m²,Réf. de l’annonce : 7890,Publiée le 8 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 75 m²,"Maison individuelle de plain-pied avec 2 chambres. Ne tardez pas à venir découvrir votre nouveau cocon... Située au calme du village, cette charmante maison individuelle qui ressemble à un chalet a été entièrement refaite et vous offre : un séjour très chaleureux grâce à son poêle à granules, une belle cuisine conviviale aménagée et équipée, le dégagement vous emmène vers deux chambres spacieuses, un dressing, une salle de bains avec douche et baignoire, WC. Pour les beaux jours, vous pourrez profiter d'une belle terrasse située au calme et sans vis-à-vis. Possibilité de stationner votre véhicule sur le devant de la maison. Classe énergie : D"
253,VO95_256,Cergy 95800 (Les Hauts-de-Cergy),"Achat maison 6 pièces 111 m², Cergy - 343 000 €",343 000 €,111 m²,6 pièces,5 chambres,,Jardin,,Terrasse,,3 090 €/m²,Réf. de l’annonce : 863423,Publiée le 8 déc. 2020,Modifiée le 10 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 111 m²,"Vente Maison/villa 6 pièces. iad France - Laura JEANNET (Voir le téléphone ) vous propose : CERGY LE HAUT, Quartier du Hazay: à deux pas des ECOLES, de la gare RER A, des bus, des commerces, et du GOLF, environnement VERDOYANT, CALME et FAMILIAL.
Venez découvrir en EXCLUSIVITE, cette JOLIE maison de ville MODERNE, LUMINEUSE ET FONCTIONNELLE de 111m2 environ comprenant 5 chambres, bureau et 3 salles d'eau.
Elle se compose d'un SÉJOUR de 25m² environ avec CHEMINEE (insert), d'une cuisine séparée AMÉNAGÉE et ÉQUIPÉE, WC séparé.
Au 1er étage, 3 BELLES chambres, une salle de bains avec wc et une salle d'eau.
Dans les COMBLES AMÉNAGÉS, 2 chambres de 10.5 et 13.5m² environ au sol.
GARAGE AMENAGE en bureau avec salle d'eau et CELLIER.
une place de parking extérieure PRIVATIVE et un JARDIN avec TERRASSE CARRELEE et abri en dur viennent compléter les NOMBREUX ATOUTS de cette maison BIEN ENTRETENUE.
Les +++: AUCUN TRAVAUX à prévoir, DOUBLE VITRAGE et volets PVC, tableau ELECTRIQUE refait à NEUF, PARQUET dans les chambres, isolation des combles REFAITE en 2020..
Elle ne restera pas longtemps sur le marché...Il ne vous reste plus qu'à prendre rdv pour une visite!
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE et GES vierges. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Laura JEANNET (ID 28375), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de pontoise sous le numéro 835178666.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
254,VO95_257,Louvres 95380,"Achat maison 4 pièces 80 m², Louvres - 289 000 €",289 000 €,80 m²,4 pièces,3 chambres,1 place de parking,Jardin,,,,3 613 €/m²,Réf. de l’annonce : 010081E1P9S2,Publiée le 7 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 80 m²,"Maison 4 pièces 80 m2 - LOUVRES. Dans secteur pavillonnaire , maison individuelle comprenant : . En rez de chaussée : une entrée, un séjour donnant sur jardin, une cuisine aménagée avec accès au garage.. A l'étage : Palier desservant trois chambres et une salle de bains avec WC.. A visiter sans tarder !!!."
255,VO95_258,Goussainville 95190 (Centre-ville - Renaissance),"Achat maison 5 pièces 91 m², Goussainville - 293 500 €",293 500 €,91 m²,5 pièces,3 chambres,1 place de parking,Jardin,,,,3 225 €/m²,Réf. de l’annonce : 010081E1PMN9,Publiée le 7 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 91 m²,"Pavillon divisé en 2 appartements. IDÉAL INVESTISSEURS . Proche de toutes commodités, venez découvrir ce pavillon divisé en deux appartements : . - Le premier, un appartement de type F3 comprenant une entrée, une cuisine, un salon, une buanderie et à l'étage 2 chambres, une salle de bain, un WC. (Loué 950 euros). - Le deuxième, un appartement de type f2 comprenant une entrée, un salon, une cuisine, une chambre, une salle d'eau avec WC. (Loué 680 euros). A VISITER SANS TARDER ! ."
256,VO95_259,Mériel 95630,"Achat maison 5 pièces 110 m², Mériel - 388 500 €",388 500 €,110 m²,5 pièces,3 chambres,,Jardin,,,,3 532 €/m²,Réf. de l’annonce : 3756,Publiée le 7 déc. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 110 m²,"Maison Mériel 5 pièce(s) 110 m². En exclusivité, Keymex immobilier vous propose sur la commune de Mériel une meulière de 1903 d'environ 110 m² sur sous-sol semi-enterré édifiée sur un terrain de plus de 700 m².
Au rez-de-chaussée : une entrée, un salon, une salle à manger, une cuisine, une chambre.
A l'étage : deux chambres, une salle d'eau avec wc, un dressing, un bureau.
Au sous-sol : belle pièce avec fenêtre et accès extérieur, une cave, une salle de bain, un wc indépendant et une chaufferie.
La maison dispose d'un garage et de plusieurs abris de jardin. La gare et le centre ville de Mériel sont à 5 minutes à pied."
257,VO95_260,Pontoise 95300 (Saint-Martin),"Achat maison 7 pièces 160 m², Pontoise - 499 000 €",499 000 €,160 m²,7 pièces,5 chambres,2 places de parking,Jardin,,,,3 119 €/m²,Réf. de l’annonce : 084033E1Q1ZZ,Publiée il y a plus de 2 mois,Modifiée le 6 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 160 m²,"Maison Pontoise 7 pièce(s) 160 m2. EXCLUSIVEMENT chez ORPI PONTOISE : Grande maison individuelle de 7 pièces 160 m² offrant une entrée, une cuisine équipée, un séjour double avec cheminée, une salle de bains, une salle d eau, 2 wc, 5 chambres dont 3 en rez de chaussée, un sous sol total, un garage 2 VL, une terrasse, l'ensemble édifiée sur 461 m² de terrain . Pour plus d'information contacter Jérôme Voir le téléphone ."
258,VO95_261,Jouy-le-Moutier 95280 (Bourseaux - Noyer - Eguérets - Temps-Perdu),"Achat maison 6 pièces 106 m², Jouy-le-Moutier - 353 878 €",353 878 €,106 m²,6 pièces,3 chambres,2 places de parking,Jardin,,,,3 273 €/m²,Réf. de l’annonce : 084914E1NZQA,Publiée il y a plus de 2 mois,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 106 m²,"Maison Jouy Le Moutier 6 pièce(s) 106m². Proche de toutes les commodités (écoles, commerces et transport), à 5min du nouveau Coeur de Ville de Jouy le Moutier. A 10min de l'A15 et du RER A. Cette maison familiale est composé au rez-de-chaussée d'une entrée avec rangement, wc, son triple séjour saura vous séduire avec ses grandes baies vitrée exposé Sud Ouest et donnant sur un jardin paysagé, cuisine aménagé et équipé suivi d'un cellier. A l'étage un palier dessert trois chambres, wc, salle de bains. Grenier pour le stockage de votre matériel, garage équipé d'une porte motorisé ainsi qu'une cave à vin en sous-sol.. Ce bien n'attend plus que vous, premier arrivé, premier servi.. Conformément à l'article L.561-5 et suivants du code monétaire et financier, il vous sera demandé de nous présenter une pièce d'identité avant chaque visite."
259,VO95_262,Soisy-sous-Montmorency 95230 (Les Noels - Champs de Course d'Enghien - Gare),"Achat maison 7 pièces 168 m², Soisy-sous-Montmorency - 665 000 €",665 000 €,168 m²,7 pièces,4 chambres,2 places de parking,Jardin,,Terrasse,,3 958 €/m²,Réf. de l’annonce : 1454918,Publiée le 6 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 168 m²,"Soisy résidentiel proche centre et gare Pavillon 7 pièces état neuf. BORIS vous propose à SOISY au cœur du quartier résidentiel des fleures, proche gare du champs de courses et centre, maison entièrement réhabilitée "" clés en mains"" sur un terrain de 348 m² élevée sur sous-sol avec garage, comprenant au rdc séjour double cuisine et salle à manger 74 m², à l'étage 3 chambres, salle de bains, suite parentale avec dressing et salle d'eau. Combles aménageables. Dépendance de 15 m² à réhabiliter.CONTACTER BORIS AU Voir le téléphone"
260,VO95_263,Puiseux-en-France 95380,"Achat maison 5 pièces 87 m², Puiseux-en-France - 299 000 €",299 000 €,87 m²,5 pièces,3 chambres,3 places de parking,Jardin,,1 terrasse,,3 437 €/m²,,Publiée le 5 déc. 2020,Réf. de l’annonce : 6006,Descriptif de cette maison à vendre de 5 pièces et 87 m²,"Plain Pied. Venez découvrir ce très beau Plain pied qui offre : une entrée sur un grand salon de 34 m2 avec accès sur le jardin, une cuisine séparée et équipée, une salle d'eau avec espace buanderie, ainsi que 3 chambres. Ce bien dispose également de deux abris de jardin et 3 places d'emplacements extérieurs pour les véhicules. Terrain de 406m2. Les honoraires sont inclus dans le prix et à la charge du vendeur. Barème sur notre site à : Voir les barèmes des honoraires »"
261,VO95_264,Franconville 95130 (Séquoia de la Gare),"Achat maison 7 pièces 146 m², Franconville - 590 000 €",590 000 €,146 m²,7 pièces,4 chambres,2 places de parking,Jardin,,,1 garage,4 041 €/m²,,Publiée le 5 déc. 2020,Réf. de l’annonce : VM372-ACCOMPAGNE,Descriptif de cette maison à vendre de 7 pièces et 146 m²,"De nouveau disponible. Accompagneimmo vous propose cet très belle maison d'architecte avec piscine, située à moins de 10 minutes à pied de la gare de Franconville (RERC et H), dans une impasse et dans un quartier calme et résidentiel.
La maison, élevé sur sous -sol, possède de beaux volumes et un particulier une pièces de vie avec cuisine ouverte et cheminée centrale de plus de 70².
A l'étage 4 chambres, 2 salle de bains.
Mandat N° 320. Honoraires à la charge du vendeur. Nos honoraires : https://www.accompagneimmo.eu/tarifs.php"
262,VO95_265,Deuil-la-Barre 95170 (Centre-ville - Côte),"Achat maison 6 pièces 128 m², Deuil-la-Barre - 449 000 €",449 000 €,128 m²,6 pièces,5 chambres,,Jardin,,,,3 508 €/m²,Réf. de l’annonce : 3686,Publiée le 5 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 128 m²,"Maison familiale_5 chambres_Deuil la Barre. Dans un secteur calme, cette maison familiale n'attend que vous pour vous révéler tout son potentiel.
Sur 3 niveaux, cette maison vous propose: séjour, cuisine séparée, 5 chambres dont une au RDC, un sous-sol total et un accès à un grand grenier.
A 10 min de la mairie, des écoles et commerces à pieds.
A 15 min de Roissy, 25 min de Cergy, 35 min de Paris en voiture.
Transilien : 15 min pour gare du Nord.
Elle n'attend que vous pour la mettre aux goûts du jour et prifiter de la vie."
263,VO95_266,Herblay 95220 (Val d'Herblay),"Achat maison 6 pièces 130 m², Herblay - 879 000 €",879 000 €,130 m²,6 pièces,4 chambres,3 places de parking,Jardin,,,,6 500 €/m²,Réf. de l’annonce : 55,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 130 m²,"Maison Herblay -Vue Seine - Piscine - Exposition Sud - Grand jardin. Superbe maison d'architecte située sur les coteaux d'Herblay offrant une vue panoramique sur la Seine, Paris-La-Défense et la Tour Eiffel. Elle vous offre une grande pièce de vie ouverte sur une terrasse de 70 m², une cuisine de standing aménagée et équipée, un dressing. Au rez-de-jardin: quatre belles chambres exposées Sud, une salle d'eau, une salle de bains. Un garage attenant. Superbe Piscine chauffée avec son espace de détente ! Jardin arboré et paysagé de plus de 1800 m². Visite virtuelle sur demande ! dont 4.02 % honoraires TTC à la charge de l'acquéreur."
264,VO95_267,Puiseux-en-France 95380,"Achat maison 5 pièces 87 m², Puiseux-en-France - 299 000 €",299 000 €,87 m²,5 pièces,3 chambres,3 places de parking,Jardin,,1 terrasse,,3 437 €/m²,Réf. de l’annonce : 1951,Publiée le 4 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 87 m²,"Plain Pied. Venez découvrir ce très beau Plain pied qui offre : une entrée sur un grand salon de 34 m2 avec accès sur le jardin, une cuisine séparée et équipée, une salle d'eau avec espace buanderie, ainsi que 3 chambres. Ce bien dispose également de deux abris de jardin et 3 places d'emplacements extérieurs pour les véhicules. Terrain de 406m2. Les honoraires sont inclus dans le prix et à la charge du vendeur. Barème sur notre site à : Voir les barèmes des honoraires »"
265,VO95_268,Parmain 95620,"Achat maison 6 pièces 150 m², Parmain - 401 000 €",401 000 €,150 m²,6 pièces,4 chambres,2 places de parking,Jardin,,,,2 567 €/m²,Réf. de l’annonce : 084041E1RUMA,Publiée le 3 déc. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Maison Parmain 6 pièce(s) 150 m2. PARMAIN à 5 min à pied du centre ville de l'ISLE ADAM, magnifique longère d'époque (1850) au fort potentiel agrémentée d'un terrain de 1000 m² au calme sans vis à vis, 2 places de parking. Gros travaux à prévoir , idéal artisan mais unique sur le secteur."
266,VO95_269,Goussainville 95190 (Grenelle - Grandes-Bornes),"Achat maison 6 pièces 100 m², Goussainville - 305 000 €",305 000 €,100 m²,6 pièces,3 chambres,2 places de parking,Jardin,,,,3 050 €/m²,Réf. de l’annonce : 2182,Publiée le 2 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 100 m²,"Maison Goussainville 6 pièce(s) 100 m2. Proche école, RER et commerces, pavillon édifié sur un sous-sol total offrant entrée, cuisine aménagée, wc, séjour double donnant sur une grande terrasse, à l'étage : 3 chambres avec placards, salle de bains avec douche, dressing, garage, le tout sur 224 m² de terrain. Aucun travaux !"
267,VO95_270,Taverny 95150 (Les Lignières - Mermoz - Les Ecouardes),"Achat maison 4 pièces 75 m², Taverny - 357 000 €",357 000 €,75 m²,4 pièces,2 chambres,3 places de parking,Jardin,,,,4 760 €/m²,Réf. de l’annonce : 20201,Publiée le 2 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 75 m²,"MAISON Taverny - 4 pièce(s) - 75 m2. Nous vous proposons cette maison idéalement située datant de 1990, à proximité de la gare, des commerces et écoles. Elle est élevée sur un sous-sol total et offre en rez-de-chaussée une entrée desservant un séjour salle à manger, une cuisine, un couloir avec placards, deux chambres, un toilette et une salle de salle de bains. Chauffage central Gaz. Enfin, elle est edifiée sur un très beau terrain de 570 m². Faites vite, c'est une jolie affaire à ne pas manquer..."
268,VO95_271,Saint-Leu-la-Forêt 95320 (Les Côteaux),"Achat maison 4 pièces 110 m², Saint-Leu-la-Forêt - 367 500 €",367 500 €,110 m²,4 pièces,3 chambres,,Jardin,,1 terrasse,,3 341 €/m²,Réf. de l’annonce : 20117,Publiée le 2 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 110 m²,"MAISON ST LEU LA FORET - 4 pièce(s) - 110 m2. A l'abri des regards, accéssible par une sente sans accès voitures, dans un secteur recherché de la commune, nous vous proposons cette agréable maison individuelle édifiée sur un très beau terrain de 535 m² avec un abri de jardin. L'entrée distribue une grande cuisine aménagée, un séjour, une salle de bains, une pièce rangement avec buanderie et WC. A l'étage le palier dessert trois chambres dont une de 20 m², une salle d'eau avec WC. Enfin, le jardin bénéficie d'une bonne orientation où les amoureux du potager pourront s'exprimer librement. Très belle affaire à son juste prix."
269,VO95_272,Cormeilles-en-Parisis 95240 (Haut et Centre),"Achat maison 7 pièces 155 m², Cormeilles-en-Parisis - 910 000 €",910 000 €,155 m²,7 pièces,5 chambres,,,,Terrasse,,5 871 €/m²,Réf. de l’annonce : 237951ELM4ELMGBE,Publiée le 1 déc. 2020,Modifiée le 2 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 155 m²,"Belle Meulière avec 5 chambres de 155 m2 à Cormeilles proche gare. Val d'oise, Cormeilles-en-Parisis (95240), Meulière de 7 pièces, 155 m2 habitables environ + 45 m2 en sous-sol aménagé, pour un budget de 910 000 euros honoraires à la charge du vendeur.
Sur un terrain arboré de 640 m2, la maison se compose:
- au rez-de chaussée d'une entrée lumineuse de 7m2, d'un salon traversant exposé Est Ouest de 35m2 avec cheminée, d'une cuisine équipée de 6,50m2, d'une salle à manger de 8,46m2 donnat comme le salon sur une terrasse d'environ 24 m2 et de WC.
- à l étage, de deux grandes chambres de 17m2 et 18m2, d'un dressing de 3m50 et d'une belle salle de bain avec wc de 8m15.
- au deuxième étage, de 3 chambres et d'une salle d'eau, avec douche et wc.
- au sous-sol d'une pièce de 32 m2, d'un bureau de 10m2, d'une buanderie et d'une cave.
Le jardin arboré avec un tilleul centenaire est dégagé devant la terrasse et accueille un atelier de 18m2.
La gare se trouve à 5 min à pied, Paris St Lazare à 20minutes, les écoles et commerces tous proches.
Taxe Foncière 2653 euros
consommation annuelle de gaz 3000euros/an , eau 500euros/an, EDF 600euros/an
DPE: D ,GES : E
Points forts:
- à seulement 20 minutes de St Lazare.
- séjour traversant lumineux.
- 5 chambres + grand espace au sous-sol
- belle hauteur sous plafond
Et si cette maison était la vôtre?
Pour visiter et vous accompagner dans votre projet, contactez: Bérengère GOMY
au Voir le téléphone ou Contacter ,
agissant sous le statut d'agent commercial RCS 480 384 122 auprès de la SAS PROPRIETES PRIVEES . COM
Mandat: 237951
(lien supprimé) , Achats, ventes, estimations gratuites, le professionnel, agréé FNAIM, vous conseille, garantit et sécurise votre projet immobilier."
270,VO95_273,Seraincourt 95450,"Achat maison 11 pièces 375 m², Seraincourt - 1 598 000 €",1 598 000 €,375 m²,11 pièces,5 chambres,,Jardin,,,,4 261 €/m²,Réf. de l’annonce : 33789_6,Publiée le 1 déc. 2020,Modifiée le 2 déc. 2020,Descriptif de cette maison à vendre de 11 pièces et 375 m²,"Maison de 11 pièces. !!! C'EST JUSTE UN GROS COUP DE COEUR !!! Située dans LE PARC RÉGIONAL DU VEXIN, CETTE MAGNIFIQUE DEMEURE risque de vous couper le souffle !! Entourée de trois golfs à moins de 10 minutes, les amateurs apprécieront. Cette propriété vous offre 400 m² de surface comprenant en rez-de-chaussée un hall d'entrée, un séjour triple, une cuisine entièrement équipée, une suite parentale avec salle de douche et wc séparé, un espace privatif avec entrée, une chambre, une salle de douche et un wc et sans oublier la cave à vin. Aux différents étages : une suite avec salle d'eau et salle de sport, une salle de bains communicante aux deux autres chambres de cet étage, bureau avec coin salon et une salle de cinéma. Petite dépendance à finir avec terrasse et verrière, garage et abris voitures. VENEZ PROFITER DU PARC ET DE CES MOMENTS DE DÉTENTE. ** VOUS NE SOUHAITEREZ PLUS EN PARTIR.**."
